baseMean,log2FoldChange,lfcSE,pvalue,padj,gene
1809.3247566487669,1.359608382883456,0.4038859913974155,3.078309742329748e-5,0.01793115424907078,11240
2615.3725608158784,-0.02521634703916298,0.12632046058701987,2.122423932346862e-5,0.01793115424907078,109864281
1441.0505622393728,1.3923980646705394,0.4582163988646137,8.418499974210646e-5,0.032691841566518005,3772
7575.533407753851,1.4518027657066155,0.5115544833596737,1.6543976960353395e-4,0.04655292826424973,3579
6318.19670569992,1.066232156426958,0.38437148735445753,2.2597799503177755e-4,0.04655292826424973,9516
1580.2916583971044,1.0859781632894667,0.4096348219962474,2.7971716553626446e-4,0.04655292826424973,10409
1901.6222479321118,1.2686838418664368,0.4714782401444028,2.526403041776868e-4,0.04655292826424973,116496
2622.315933249148,1.2918929030782729,0.6119266216190646,9.444036839932705e-4,0.06876439324076,249
2973.2207278586443,1.0140089887426742,0.4382336447476146,6.48080529266824e-4,0.06876439324076,728
1279.5443093206711,0.9624182075904519,0.427830754365678,7.685643133262752e-4,0.06876439324076,4318
3659.827000808773,0.8427993519493847,0.38051565449369357,9.34368340474316e-4,0.06876439324076,9802
931.0669222210611,1.1047404298931713,0.45471242566087294,4.787659537359009e-4,0.06876439324076,9846
955.3891168436124,0.8443485652657281,0.38226778310185067,8.806899377373654e-4,0.06876439324076,10957
1570.0709276846537,1.043489812066877,0.4777863146879068,8.521799144625855e-4,0.06876439324076,11237
1919.9416413953113,0.9896178793674627,0.4591609443902206,9.278367554327444e-4,0.06876439324076,140885
4668.460638793427,-0.03120915296549699,0.12829398624256616,5.56060222217447e-4,0.06876439324076,106631777
2222.936659618298,1.0886238904464578,0.5136280879377816,0.0010137109931491772,0.0694690180599289,6386
1029.4438326862564,-1.1420139914641334,0.570599334479005,0.0011392114180307834,0.07373229455588126,6227
5348.387990541935,0.9403081940122188,0.4736040814772619,0.0013442869948300353,0.07457592137985672,2212
1611.2798348575445,0.8824050954743355,0.43406542189013153,0.0012394406681935561,0.07457592137985672,3274
3437.5560921105375,-0.9194109105278226,0.46126094149740987,0.0013329074650646178,0.07457592137985672,6147
1137.628644135024,1.17375301729798,0.6312386836212027,0.0015295400215878223,0.08099609659771877,8972
1620.2556637769123,0.8708857638070868,0.4644961572838929,0.001675970997091806,0.08261834302100517,6515
1073.650024058302,1.026101722546278,0.5627678079913329,0.0017020087832653426,0.08261834302100517,8650
3741.6512704573106,1.0276432527286805,0.5774042111181267,0.0018256329889535412,0.08278424590726917,366
1079.8999555621676,-0.09071587888920464,0.17629769071723977,0.001989664279316341,0.08278424590726917,6164
2483.6496575510378,0.8278524302795758,0.4450584886887292,0.0019322951477959275,0.08278424590726917,8291
2771.2675905441283,0.7945487848494838,0.42917196052795786,0.001962555005014059,0.08278424590726917,8794
2513.5737995064765,1.0833759332971922,0.6709743428247092,0.00231280983248065,0.0926858842235338,1439
2278.0135883092385,0.7636194211486342,0.47125301632512057,0.002673967267101504,0.0926858842235338,1912
1557.134025210499,0.7304107386515514,0.4469334307405015,0.0027510050539984554,0.0926858842235338,3423
1714.6806683982966,0.7388830910871967,0.4608021926092867,0.00278455446165123,0.0926858842235338,5836
1985.5865665916654,0.7045424821439458,0.4256284286225762,0.0025237737701127023,0.0926858842235338,10313
1084.5192237961473,0.6980540396203456,0.4252891335009405,0.0027359668739903296,0.0926858842235338,29855
1143.490134133386,0.8228170148264002,0.4989146710981714,0.0024546920797693895,0.0926858842235338,84649
2246.8862765779922,0.7819957050274777,0.4960425960129841,0.0031571895972252674,0.09679278633598518,87
976.984598494101,0.9413595894666507,0.6693034531163872,0.0031164961573149526,0.09679278633598518,2162
1349.6757803251376,0.7839691617972988,0.5223881710880596,0.003099366324777961,0.09679278633598518,3985
3004.757433026069,0.9236077585971778,0.675969242581195,0.00337760283433173,0.10089505902555039,2180
3205.838342002208,0.7024465607143326,0.5289543426802358,0.003996001412307246,0.10101784043098962,290
30528.145717861244,0.7107553679691355,0.5470158238549971,0.004101709531196427,0.10101784043098962,1441
3275.075470668684,0.7649246879945404,0.5742542175826902,0.0038874987980391986,0.10101784043098962,2752
1037.1388931786362,0.7177105452680262,0.5631769560839898,0.004162108446942062,0.10101784043098962,3920
2569.9619299176657,0.7754114828122877,0.6008049825243323,0.004017823093216594,0.10101784043098962,4067
1691.9498127050106,-0.8809331867520817,0.7180912011013804,0.0037093592661591895,0.10101784043098962,6133
1178.4730322529158,-1.009128948398222,0.8401870235328509,0.0035302826016873397,0.10101784043098962,6160
2172.6391998535755,0.8179119537370741,0.6546471620143045,0.00393390417688036,0.10101784043098962,10326
1972.2110773139639,0.6878177406993979,0.49273754480263254,0.0037920455466935042,0.10101784043098962,115727
3038.321552894431,-0.6344754850052132,0.4955333010873405,0.004382694414803455,0.10420079578053112,6202
3116.0768362233575,0.8491474591390981,0.8240495107832485,0.004531596087069353,0.10558618882871593,4084
2226.886581177596,-0.7464077284671402,0.7411303075663088,0.004748345964596237,0.1084671186030317,6233
7015.8505155361,0.7026652448724425,0.6261887896845888,0.004974772225045619,0.11145403158034896,3577
1944.7981670290928,0.7060951269793548,0.7378881063394911,0.00526155478879294,0.1156549307347882,677
1121.0044984467775,0.08815623142034487,0.17082880885680762,0.006352259914937985,0.13277235050903086,4311
1148.752167509606,-0.5565277387677053,0.6091411429240021,0.006230433928663269,0.13277235050903086,6152
3821.3516518586034,-0.5375715903762754,0.5869366861726534,0.006382190239060712,0.13277235050903086,6208
1799.1578533214379,0.5372425132160777,0.5425379996179438,0.006932846904429182,0.13938460970095579,6774
1376.1295331669014,0.4858396249231304,0.5083476293818174,0.0070589630664003354,0.13938460970095579,7090
4821.297904625935,0.5368323028502976,0.7686470056805579,0.007042287365606324,0.13938460970095579,64386
1190.6223045765669,0.10281774503883317,0.19039098818562744,0.00727877602206886,0.14132956776183703,201799
1691.4404495909898,-0.10652625715580624,0.1957772895040602,0.007446226320158146,0.14221071578662686,6235
1675.6846363647546,0.4818116283327417,0.7896515553605074,0.007838147888353273,0.1472813272569607,7538
988.4502939461067,0.09615187055344028,0.18053515080486363,0.008385908439263224,0.1503012820267947,4051
4554.747261991197,0.06128564490694695,0.14446795460030037,0.00832629433992372,0.1503012820267947,10410
237652.77056690594,-0.022494719539343,0.1253518592853396,0.00819067869678527,0.1503012820267947,109910382
1480.8104770428308,-0.1097591608790778,0.20001347207763448,0.008699104704344809,0.1503510150084466,6230
989.2490115807627,0.12812868945598638,0.2347631034404157,0.00872973552242421,0.1503510150084466,9990
1502.5819390371778,0.19124572042243745,0.4745987697423348,0.008775853236544524,0.1503510150084466,23135
2822.7549924594186,0.158027561080978,0.3181781616279624,0.009191609672293785,0.15519167055394578,79930
3928.2217232545704,0.13566723130065175,0.25305498121007436,0.009589572877453573,0.15959789146047731,2124
1655.805593900119,0.0950261892547763,0.17742491870363047,0.011766808517748226,0.1660213213059772,2533
2737.1446107182783,0.1158257790109795,0.20800028910944274,0.01190275495048444,0.1660213213059772,3482
1477.64492324655,0.13144739099301933,0.23791543646979937,0.011597639186979243,0.1660213213059772,4853
3146.2129449261192,-0.0641828931408027,0.1462070621314931,0.012255651186535654,0.1660213213059772,6029
